,Time_Range,Raw_Data,Station,PM2.5,Latitude,Longitude,Lines
233,2020-10 to 2020-11,202073/469  PM2.5  30.11.20  09:19  13:21  2.0  484.0  0.88 ,pm,2.5,,,
234,2020-10 to 2020-11,202073/299  PM2.5  09:26  13:30  2.0  488  2.16 ,pm,2.5,,,
235,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
236,2020-10 to 2020-11,202073/312  PM2.5  Gate Line/ Ticket Hall  19.11.20  09:11  13:12  2.0  482  < 0.02 ,pm,2.5,,,
237,2020-10 to 2020-11,202073/314  PM2.5  19.11.20  09:15  13:17  2.0  484  0.30 ,pm,2.5,,,
238,2020-10 to 2020-11,202073/316  PM2.5  09:16  13:20  2.0  488  0.82 ,pm,2.5,,,
239,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
240,2020-10 to 2020-11,202073/329  PM2.5  Gate Line/ Ticket Hall  20.11.12  09:16  13:20  2.0  483.91  0.25 ,pm,2.5,,,
241,2020-10 to 2020-11,202073/331  PM2.5  20.11.12  09:23  13:25  2.0  479.95  0.16 ,pm,2.5,,,
242,2020-10 to 2020-11,202073/333  PM2.5  20.11.12  09:25  13:30  2.0  485.89  0.67 ,pm,2.5,,,
243,2020-10 to 2020-11,202073/335  PM2.5  09:31  13:41  2.0  493.83  0.32 ,pm,2.5,,,
244,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
245,2020-10 to 2020-11,202073/337  PM2.5  20.11.20  09:44  13:44  2.0  475.98  0.47 ,pm,2.5,,,
246,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
247,2020-10 to 2020-11,202073/436  PM2.5  Central Line Ticket Hall  23.11.20  09:35  13:35  2.0  480  0.19 ,pm,2.5,,,
248,2020-10 to 2020-11,202073/438  PM2.5  23.11.20  09:15  13:42  2.0  534  0.56 ,pm,2.5,,,
249,2020-10 to 2020-11,202073/440  PM2.5  23.11.20  09:20  13:45  2.0  530  0.60 ,pm,2.5,,,
250,2020-10 to 2020-11,202073/442  PM2.5  Northern Line Ticket Hall  23.11.20  09:22  13:56  2.0  548  0.63 ,pm,2.5,,,
251,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
252,2020-10 to 2020-11,202073/444  PM2.5  23.11.20  09:16  13:37  2.0  522  0.38 ,pm,2.5,,,
253,2020-10 to 2020-11,202073/446  PM2.5  09:12  13:44  2.0  544  0.34 ,pm,2.5,,,
254,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
255,2020-10 to 2020-11,202073/363  PM2.5  Gate Line/ Ticket Hall  24.11.20  08:53  13:05  2.0  504  0.44 ,pm,2.5,,,
256,2020-10 to 2020-11,"202073/365  PM2.5  City, Circle Line - Platform 1  24.11.20  09:02  13:18  2.0  512  0.17 ",pm,2.5,,,
257,2020-10 to 2020-11,"202073/367  PM2.5  City, Circle Line - Platform 2  24.11.20  09:12  13:19  2.0  494  0.10 ",pm,2.5,,,
258,2020-10 to 2020-11,202073/369  PM2.5  24.11.20  08:58  13:09  2.0  502  0.42 ,pm,2.5,,,
259,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
260,2020-10 to 2020-11,202073/371  PM2.5  09:04  13:13  2.0  498  0.31 ,pm,2.5,,,
261,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
262,2020-10 to 2020-11,202073/380  PM2.5  Gate Line/ Ticket Hall  25.11.20  08:58  13:20  2.0  524  0.24 ,pm,2.5,,,
263,2020-10 to 2020-11,202073/472  PM2.5  01.12.20  09:30  13:30  2.0  480  0.35 ,pm,2.5,,,
264,2020-10 to 2020-11,202073/384  PM2.5  25.11.20  09:28  13:22  2.0  488  0.41 ,pm,2.5,,,
265,2020-10 to 2020-11,202073/386  PM2.5  09:21  13:26  2.0  490.0  0.57 ,pm,2.5,,,
266,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
267,2020-10 to 2020-11,202073/388  PM2.5  09:13  13:30  2.0  494  0.39 ,pm,2.5,,,
268,2020-10 to 2020-11,PM2.5 AND PM10) ,pm,2.5,,,
269,2020-10 to 2020-11,202073/346  PM2.5  Gate Line/ Ticket Hall  26.11.20  09:19  13:36  2.0  514  0.11 ,pm,2.5,,,
270,2020-10 to 2020-11,202073/348  PM2.5  26.11.20  09:30  13:33  2.0  486  0.42 ,pm,2.5,,,
271,2020-10 to 2020-11,202073/350  PM2.5  09:38  13:38  2.0  480  0.36 ,pm,2.5,,,
272,2020-10 to 2020-11,PARTICULATE MATTER PM2.5  (L/MIN)  AIR (LITRES)  (MG/M3) ,particulate matter pm,2.5,,,
273,2020-10 to 2020-11,202073/397  PM2.5  Gate Line/ Ticket Hall  27.11.20  08:54  13:07  2.0  506  < 0.02 ,pm,2.5,,,
274,2020-10 to 2020-11,202073/399  PM2.5  27.11.20  09:02  13:19  2.0  514  0.23 ,pm,2.5,,,
275,2020-10 to 2020-11,202073/401  PM2.5  09:09  13:15  2.0  492  0.44 ,pm,2.5,,,
276,2020-10 to 2020-11,202073/19  ID  Jubilee Line. Platform 7  28.10.20  492  0.0013  0.0029  0.003  0.006 ,id  jubilee line,28.10,,,
277,2020-10 to 2020-11,202073/41  ID  Bakerloo Line. Platform 3  29.10.20  506  0.0003  0.0005  0.001  0.001 ,id  bakerloo line,29.10,,,
278,2020-10 to 2020-11,202073/474  ID  Northern Line. Platform 1  0212.20  520  0.0008  0.0020  0.002  0.004 ,id  northern line,0212.20,,,
279,2020-10 to 2020-11,202073/467  ID  Northern Line. Platform 7  30.11.20  498  0.0015  0.0040  0.003  0.008 ,id  northern line,30.11,,,
280,2020-10 to 2020-11,202073/119  ID  Central Line. Platform 2  04.11.20  490.09  0.0012  0.0030  0.002  0.006 ,id  central line,04.11,,,
281,2020-10 to 2020-11,202073/140  ID  Bakerloo Line. Platform 3  05.11.20  473.73  0.0010  0.0027  0.002  0.006 ,id  bakerloo line,05.11,,,
282,2020-10 to 2020-11,202073/470  ID  Piccadilly Line. Platform 3  01.12.20  486  0.0012  0.0040  0.002  0.008 ,id  piccadilly line,01.12,,,
283,2020-10 to 2020-11,202073/174  ID  Northern Line Platform 3  09.11.20  487.3  0.0009  0.0025  0.002  0.005 ,id  northern line platform,09.11,,,
284,2020-10 to 2020-11,202073/189  ID  Victoria Line. Platform 1  10.11.20  504  0.0018  0.0036  0.004  0.007 ,id  victoria line,10.11,,,
285,2020-10 to 2020-11,202073/204  ID  Jubilee Line. Platform 6  11.11.20  536  0.0013  0.0029  0.002  0.005 ,id  jubilee line,11.11,,,
286,2020-10 to 2020-11,202073/225  ID  Jubilee Line. Platform 3  12.11.20  482  0.0010  0.0020  0.002  0.004 ,id  jubilee line,12.11,,,
287,2020-10 to 2020-11,202073/242  ID  Central Line. Platform 4  13.11.20  492.3  0.0008  0.0022  0.002  0.004 ,id  central line,13.11,,,
288,2020-10 to 2020-11,202073/259  ID  Piccadilly Line. Platform 3  16.11.20  498  0.0015  0.0046  0.003  0.009 ,id  piccadilly line,16.11,,,
289,2020-10 to 2020-11,202073/276  ID  Northern Line. Platform 4  17.11.20  508  0.0009  0.0025  0.002  0.005 ,id  northern line,17.11,,,
290,2020-10 to 2020-11,202073/292  ID  Victoria Line. Platform 5  18.11.20  488  0.0007  0.0018  0.001  0.004 ,id  victoria line,18.11,,,
291,2020-10 to 2020-11,202073/309  ID  Northern Line. Platform 2  19.11.20  488  0.0008  0.0019  0.002  0.004 ,id  northern line,19.11,,,
292,2020-10 to 2020-11,202073/326  ID  Jubilee Line. Platform 4  20.11.20  493.83  0.0011  0.0023  0.002  0.005 ,id  jubilee line,20.11,,,
293,2020-10 to 2020-11,202073/430  ID  Northern Line. Platform 4  23.11.20  544  0.0010  0.0027  0.002  0.005 ,id  northern line,23.11,,,
294,2020-10 to 2020-11,202073/361  ID  Northern Line. Platform 8  24.11.20  502  0.0009  0.0023  0.002  0.005 ,id  northern line,24.11,,,
295,2020-10 to 2020-11,202073/378  ID  Bakerloo Line. Platform 6  25.11.20  514  0.0012  0.0033  0.002  0.006 ,id  bakerloo line,25.11,,,
296,2020-10 to 2020-11,202073/342  ID  Jubilee Line. Platform 2  26.11.20  480  0.0014  0.0028  0.003  0.006 ,id  jubilee line,26.11,,,
297,2020-10 to 2020-11,202073/393  ID  Jubilee Line. Platform 2  27.11.20  492  0.0011  0.0022  0.002  0.004 ,id  jubilee line,27.11,,,
298,2020-10 to 2020-11,202073/19  ID  Jubilee Line. Platform 7  28.10.20  492  0.4555  < 0.0003  0.926  < 0.001 ,id  jubilee line,28.10,,,
299,2020-10 to 2020-11,202073/41  ID  Bakerloo Line. Platform 3  29.10.20  506  0.0846  < 0.0003  0.167  < 0.001 ,id  bakerloo line,29.10,,,
300,2020-10 to 2020-11,202073/474  ID  Northern Line. Platform 1  0212.20  520  0.1576  < 0.0003  0.303  < 0.001 ,id  northern line,0212.20,,,
301,2020-10 to 2020-11,202073/467  ID  Northern Line. Platform 7  30.11.20  498  0.2922  0.0003  0.587  0.001 ,id  northern line,30.11,,,
302,2020-10 to 2020-11,202073/119  ID  Central Line. Platform 2  04.11.20  490.09  0.5284  < 0.0003  1.078  < 0.001 ,id  central line,04.11,,,
303,2020-10 to 2020-11,202073/140  ID  Bakerloo Line. Platform 3  05.11.20  473.73  0.3908  < 0.0003  0.825  < 0.001 ,id  bakerloo line,05.11,,,
304,2020-10 to 2020-11,202073/470  ID  Piccadilly Line. Platform 3  01.12.20  486  0.3000  < 0.0003  0.617  < 0.001 ,id  piccadilly line,01.12,,,
305,2020-10 to 2020-11,202073/174  ID  Northern Line Platform 3  09.11.20  487.3  0.4054  < 0.0003  0.832  < 0.001 ,id  northern line platform,09.11,,,
306,2020-10 to 2020-11,202073/189  ID  Victoria Line. Platform 1  10.11.20  504  0.5776  < 0.0003  1.146  < 0.001 ,id  victoria line,10.11,,,
307,2020-10 to 2020-11,202073/204  ID  Jubilee Line. Platform 6  11.11.20  536  0.4892  < 0.0003  0.913  < 0.001 ,id  jubilee line,11.11,,,
308,2020-10 to 2020-11,202073/225  ID  Jubilee Line. Platform 3  12.11.20  482  0.3232  < 0.0003  0.671  < 0.001 ,id  jubilee line,12.11,,,
309,2020-10 to 2020-11,202073/242  ID  Central Line. Platform 4  13.11.20  492.3  0.3935  < 0.0003  0.799  < 0.001 ,id  central line,13.11,,,
310,2020-10 to 2020-11,202073/259  ID  Piccadilly Line. Platform 3  16.11.20  498  0.3353  0.0004  0.673  0.001 ,id  piccadilly line,16.11,,,
311,2020-10 to 2020-11,202073/276  ID  Northern Line. Platform 4  17.11.20  508  0.1939  < 0.0003  0.382  < 0.001 ,id  northern line,17.11,,,
312,2020-10 to 2020-11,202073/292  ID  Victoria Line. Platform 5  18.11.20  488  0.1339  < 0.0003  0.274  < 0.001 ,id  victoria line,18.11,,,
313,2020-10 to 2020-11,202073/309  ID  Northern Line. Platform 2  19.11.20  488  0.1509  < 0.0003  0.310  < 0.001 ,id  northern line,19.11,,,
314,2020-10 to 2020-11,202073/326  ID  Jubilee Line. Platform 4  20.11.20  493.83  0.1732  < 0.0003  0.351  < 0.001 ,id  jubilee line,20.11,,,
315,2020-10 to 2020-11,202073/430  ID  Northern Line. Platform 4  23.11.20  544  0.2043  < 0.0003  0.376  < 0.001 ,id  northern line,23.11,,,
316,2020-10 to 2020-11,202073/361  ID  Northern Line. Platform 8  24.11.20  502  0.1788  < 0.0003  0.356  < 0.001 ,id  northern line,24.11,,,
317,2020-10 to 2020-11,202073/378  ID  Bakerloo Line. Platform 6  25.11.20  514  0.2382  0.0003  0.463  0.001 ,id  bakerloo line,25.11,,,
318,2020-10 to 2020-11,202073/342  ID  Jubilee Line. Platform 2  26.11.20  480  0.2231  < 0.0003  0.465  < 0.001 ,id  jubilee line,26.11,,,
319,2020-10 to 2020-11,202073/393  ID  Jubilee Line. Platform 2  27.11.20  492  0.1728  < 0.0003  0.351  < 0.001 ,id  jubilee line,27.11,,,
320,2020-10 to 2020-11,202073/19  ID  Jubilee Line. Platform 7  28.10.20  492  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  jubilee line,28.10,,,
321,2020-10 to 2020-11,202073/41  ID  Bakerloo Line. Platform 3  29.10.20  506  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  bakerloo line,29.10,,,
322,2020-10 to 2020-11,202073/474  ID  Northern Line. Platform 1  0212.20  520  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  northern line,0212.20,,,
323,2020-10 to 2020-11,202073/467  ID  Northern Line. Platform 7  30.11.20  498  0.0003  0.0011  0.001  0.002 ,id  northern line,30.11,,,
324,2020-10 to 2020-11,202073/119  ID  Central Line. Platform 2  04.11.20  490.09  0.0021  0.0005  0.004  0.001 ,id  central line,04.11,,,
325,2020-10 to 2020-11,202073/140  ID  Bakerloo Line. Platform 3  05.11.20  473.73  0.0006  0.0004  0.001  0.001 ,id  bakerloo line,05.11,,,
326,2020-10 to 2020-11,202073/470  ID  Piccadilly Line. Platform 3  01.12.20  486  < 0.0003  0.0006  < 0.001  0.001 ,id  piccadilly line,01.12,,,
327,2020-10 to 2020-11,202073/174  ID  Northern Line Platform 3  09.11.20  487.3  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  northern line platform,09.11,,,
328,2020-10 to 2020-11,202073/189  ID  Victoria Line. Platform 1  10.11.20  504  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  victoria line,10.11,,,
329,2020-10 to 2020-11,202073/204  ID  Jubilee Line. Platform 6  11.11.20  536  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  jubilee line,11.11,,,
330,2020-10 to 2020-11,202073/225  ID  Jubilee Line. Platform 3  12.11.20  482  < 0.0003  < 0.0003  < 0.001  < 0.001 ,id  jubilee line,12.11,,,
331,2020-10 to 2020-11,202073/242  ID  Central Line. Platform 4  13.11.20  492.3  0.0017  < 0.0003  0.003  < 0.001 ,id  central line,13.11,,,
332,2020-10 to 2020-11,202073/259  ID  Piccadilly Line. Platform 3  16.11.20  498  0.0004  0.0004  0.001  0.001 ,id  piccadilly line,16.11,,,
333,2020-10 to 2020-11,202073/276  ID  Northern Line. Platform 4  17.11.20  508  < 0.0003  0.0006  < 0.001  0.001 ,id  northern line,17.11,,,
334,2020-10 to 2020-11,202073/292  ID  Victoria Line. Platform 5  18.11.20  488  < 0.0003  0.0004  < 0.001  0.001 ,id  victoria line,18.11,,,
335,2020-10 to 2020-11,202073/309  ID  Northern Line. Platform 2  19.11.20  488  < 0.0003  0.0004  < 0.001  0.001 ,id  northern line,19.11,,,
336,2020-10 to 2020-11,202073/326  ID  Jubilee Line. Platform 4  20.11.20  493.83  < 0.0003  0.0003  < 0.001  0.001 ,id  jubilee line,20.11,,,
337,2020-10 to 2020-11,202073/430  ID  Northern Line. Platform 4  23.11.20  544  0.0004  0.0006  0.001  0.001 ,id  northern line,23.11,,,
338,2020-10 to 2020-11,202073/361  ID  Northern Line. Platform 8  24.11.20  502  < 0.0003  0.0004  < 0.001  0.001 ,id  northern line,24.11,,,
339,2020-10 to 2020-11,202073/378  ID  Bakerloo Line. Platform 6  25.11.20  514  0.0003  0.0007  0.001  0.001 ,id  bakerloo line,25.11,,,
340,2020-10 to 2020-11,202073/342  ID  Jubilee Line. Platform 2  26.11.20  480  < 0.0003  0.0004  < 0.001  0.001 ,id  jubilee line,26.11,,,
341,2020-10 to 2020-11,202073/393  ID  Jubilee Line. Platform 2  27.11.20  492  < 0.0003  0.0003  < 0.001  0.001 ,id  jubilee line,27.11,,,
342,2020-10 to 2020-11,202073/19  ID  Jubilee Line. Platform 7  28.10.20  492  < 0.0003  0.0064  < 0.001  0.013 ,id  jubilee line,28.10,,,
343,2020-10 to 2020-11,202073/41  ID  Bakerloo Line. Platform 3  29.10.20  506  < 0.0003  0.0014  < 0.001  0.003 ,id  bakerloo line,29.10,,,
344,2020-10 to 2020-11,202073/474  ID  Northern Line. Platform 1  0212.20  520  < 0.0003  0.0032  < 0.001  0.006 ,id  northern line,0212.20,,,
345,2020-10 to 2020-11,202073/467  ID  Northern Line. Platform 7  30.11.20  498  < 0.0003  0.0100  < 0.001  0.020 ,id  northern line,30.11,,,
346,2020-10 to 2020-11,202073/119  ID  Central Line. Platform 2  04.11.20  490.09  < 0.0003  0.0086  < 0.001  0.018 ,id  central line,04.11,,,
347,2020-10 to 2020-11,202073/140  ID  Bakerloo Line. Platform 3  05.11.20  473.73  < 0.0003  0.0066  < 0.001  0.014 ,id  bakerloo line,05.11,,,
348,2020-10 to 2020-11,202073/470  ID  Piccadilly Line. Platform 3  01.12.20  486  < 0.0003  0.0047  < 0.001  0.010 ,id  piccadilly line,01.12,,,
349,2020-10 to 2020-11,202073/174  ID  Northern Line Platform 3  09.11.20  487.3  < 0.0003  0.0034  < 0.001  0.007 ,id  northern line platform,09.11,,,
350,2020-10 to 2020-11,202073/189  ID  Victoria Line. Platform 1  10.11.20  504  < 0.0003  0.0053  < 0.001  0.011 ,id  victoria line,10.11,,,
351,2020-10 to 2020-11,202073/204  ID  Jubilee Line. Platform 6  11.11.20  536  < 0.0003  0.0041  < 0.001  0.008 ,id  jubilee line,11.11,,,
352,2020-10 to 2020-11,202073/225  ID  Jubilee Line. Platform 3  12.11.20  482  < 0.0003  0.0026  < 0.001  0.005 ,id  jubilee line,12.11,,,
353,2020-10 to 2020-11,202073/242  ID  Central Line. Platform 4  13.11.20  492.3  < 0.0003  0.0045  < 0.001  0.009 ,id  central line,13.11,,,
354,2020-10 to 2020-11,202073/259  ID  Piccadilly Line. Platform 3  16.11.20  498  < 0.0003  0.0103  < 0.001  0.021 ,id  piccadilly line,16.11,,,
355,2020-10 to 2020-11,202073/276  ID  Northern Line. Platform 4  17.11.20  508  < 0.0003  0.0030  < 0.001  0.006 ,id  northern line,17.11,,,
356,2020-10 to 2020-11,202073/292  ID  Victoria Line. Platform 5  18.11.20  488  < 0.0003  0.0021  < 0.001  0.004 ,id  victoria line,18.11,,,
357,2020-10 to 2020-11,202073/309  ID  Northern Line. Platform 2  19.11.20  488  < 0.0003  0.0025  < 0.001  0.005 ,id  northern line,19.11,,,
358,2020-10 to 2020-11,202073/326  ID  Jubilee Line. Platform 4  20.11.20  493.83  < 0.0003  0.0038  < 0.001  0.008 ,id  jubilee line,20.11,,,
359,2020-10 to 2020-11,202073/430  ID  Northern Line. Platform 4  23.11.20  544  < 0.0003  0.0032  < 0.001  0.006 ,id  northern line,23.11,,,
360,2020-10 to 2020-11,202073/361  ID  Northern Line. Platform 8  24.11.20  502  < 0.0003  0.0034  < 0.001  0.007 ,id  northern line,24.11,,,
361,2020-10 to 2020-11,202073/378  ID  Bakerloo Line. Platform 6  25.11.20  514  < 0.0003  0.0080  < 0.001  0.016 ,id  bakerloo line,25.11,,,
362,2020-10 to 2020-11,202073/342  ID  Jubilee Line. Platform 2  26.11.20  480  < 0.0003  0.0043  < 0.001  0.009 ,id  jubilee line,26.11,,,
363,2020-10 to 2020-11,202073/393  ID  Jubilee Line. Platform 2  27.11.20  492  < 0.0003  0.0021  < 0.001  0.004 ,id  jubilee line,27.11,,,
364,2021-10,1.2.3   Undertake static and personal monitoring at 12 London Underground stations  ,undertake static and personal monitoring at,1.2,,,
365,2021-10,1.2.4   Undertake static and personal monitoring at an additional twelve stations from ,undertake static and personal monitoring at an additional twelve stations from,1.2,,,
366,2021-10,1.2.5   Additionally a single inhalable sample will be taken at each station from a ,additionally a single inhalable sample will be taken at each station from a,1.2,,,
367,2021-10,1.3.  The station monitoring was undertaken in October and November 2020 and is reported ,the station monitoring was undertaken in october and november,1.3,,,
368,2021-10,1.6.  Due to an oversight during the station monitoring where the inhalable samples were ,due to an oversight during the station monitoring where the inhalable samples were,1.6,,,
369,2021-10,3.2.1.  PM2.5 – sampled using SKC Personal Environmental Monitor (PEM) PM2.5 ,pm,3.2,,,
370,2021-10,3.2.2.  PM10 – sampled using SKC Personal Environmental Monitor (PEM) PM2.5 ,pm,3.2,,,
371,2021-10,"5.1.2  The measurements for various dust size particulate matter (PM10, PM2.5 and PM1), ",the measurements for various dust size particulate matter,5.1,,,
372,2021-10,202073/481  PM2.5  21/04/21  18:00  19:15  19:51  22:29  2.0  466  0.18 ,pm,2.5,,,
373,2021-10,202073/477  PM2.5  2.0  484  0.33  Train 223 (Shuttle): BRX - NPD - SVS - NPD. ,pm,2.5,,,
374,2021-10,202073/484  PM2.5  2.0  652  0.09 ,pm,2.5,,,
375,2021-10,202073/487  PM2.5  28/04/21  09:11  10:41  13:05  16:49  2.0  629.55  0.24  Train 213: QPK SG - ELE ,pm,2.5,,,
376,2021-10,202073/491  PM2.5  2.0  481.1  0.19  Train operator would continue ,pm,2.5,,,
377,2021-10,202073/494  PM2.5  30/04/21  10:43  14:04  2.0  402  0.34  Train 225: SPK S - ELE ,pm,2.5,,,
378,2021-10,202073/497  PM2.5  12/05/21  15:44  16:57  18:21  21:27  2.0  518  0.33 ,pm,2.5,,,
379,2021-10,202073/501  PM2.5  2.0  638  0.16  Hainault - White City. ,pm,2.5,,,
380,2021-10,202073/504  PM2.5  14/05/21  18:34  20:52  2.0  276  0.29 ,pm,2.5,,,
381,2021-10,202073/507  PM2.5  19/05/21  14:15  16:36  17:25  21:01  2.0  714  0.04  Charing Cross) - High Barnet ,pm,2.5,,,
382,2021-10,202073/511  PM2.5  2.0  664  0.31 ,pm,2.5,,,
383,2021-10,202073/514  PM2.5  21/05/21  14:27  17:05  18:27  22:11  2.0  764  0.30  Train 131: High Barnet - ,pm,2.5,,,
384,2021-10,202073/517  PM2.5  26/05/21  16:11  18:51  19:43  22:23  2.0  640  0.17 ,pm,2.5,,,
385,2021-10,202073/521  PM2.5  2.0  406  0.13 ,pm,2.5,,,
386,2021-10,202073/524  PM2.5  28/05/21  14:09  16:37  17:55  20:15  2.0  576  0.05  Train 217 (Circle line): ,pm,2.5,,,
387,2021-10,202073/527  PM2.5  09/06/21  05:43  09:01  10:11  13:04  2.0  742  0.14 ,pm,2.5,,,
388,2021-10,202073/531  PM2.5  2.0  556  0.03* ,pm,2.5,,,
389,2021-10,202073/534  PM2.5  11/06/21  07:07  11:10  2.0  486  0.11  Train 060 held at Tower Hill. ,pm,2.5,,,
390,2021-10,202073/537  PM2.5  30/06/21  08:11  09:14  10:26  12:24  2.0  362  3.08  Train 305: Northfields - ,pm,2.5,,,
391,2021-10,202073/541  PM2.5  2.0  552  0.98*  Northfields - Acton Town. ,pm,2.5,,,
392,2021-10,*Note: Anomalous result obtained for the PM2.5 dust fraction air sample. ,note,2.5,,,
393,2021-10,202073/544  PM2.5  02/07/21  08:05  11:50  13:06  15:10  2.0  698  1.09*  Town. ,pm,2.5,,,
394,2021-10,*Note: Anomalous result obtained for the PM2.5 dust fraction air sample. ,note,2.5,,,
395,2021-10,202073/547  PM2.5  06/07/21  17:35  21:00  22:18  23:22  2.0  538  0.38 ,pm,2.5,,,
396,2021-10,202073/548  PM10  2.0  538  0.79  Green Park station. ,pm,2.0,,,
397,2021-10,202073/551  PM2.5  2.0  416  0.05  Train 330: Stratford - Wembley ,pm,2.5,,,
398,2021-10,202073/554  PM2.5  08/07/21  18:03  19:17  21:18  00:12  2.0  496  0.21  Train 331: Stratford - ,pm,2.5,,,
399,2023-04 to 2023-06,1.3.  The objectives listed in ES12102 for the station monitoring are the following: ,the objectives listed in es,1.3,,,
400,2023-04 to 2023-06,•  To replicate each static monitoring measurement with PM2.5 and PM10 aerodynamic diameter ,to replicate each static monitoring measurement with pm,2.5,,,
401,2023-04 to 2023-06,2.1.  The following stations and sample locations were monitored based on the client request and previous ,the following stations and sample locations were monitored based on the client request and previous,2.1,,,
402,2023-04 to 2023-06,PM2.5  SKC PEM PM2.5 impactor sampling heads. ,pm,2.5,,,
403,2023-04 to 2023-06,"particulates with a diameter of less than 2.5µm, known as PM2.5. Due to their size differences, PM10 is ",particulates with a diameter of less than,2.5,,,
404,2023-04 to 2023-06,known as the coarse fraction and PM2.5 is known as the fine fraction. ,known as the coarse fraction and pm,2.5,,,
405,2023-04 to 2023-06,and compositions of the PM2.5 within the underground environment have noted that iron oxide is the most ,and compositions of the pm,2.5,,,
406,2023-04 to 2023-06,"5.1.2.  Personal respirable samples were requested from a suitable station staff member during each attendance, ",personal respirable samples were requested from a suitable station staff member during each attendance,5.1,,,
407,2023-04 to 2023-06,"5.1.3.  Where a personal sample could not be taken, a static sample was taken outside the station supervisor ",where a personal sample could not be taken,5.1,,,
408,2023-04 to 2023-06,"5.1.4.  During the site attendance at Banks station on 1st June 2023, the station supervisor requested monitoring ",during the site attendance at banks station on,5.1,,,
409,2023-04 to 2023-06,5.2.1.  The respirable dust concentrations recorded at Aldgate East station were between 0.21mg/m3 and ,the respirable dust concentrations recorded at aldgate east station were between,5.2,,,
410,2023-04 to 2023-06,"0.41mg/m3, with the highest concentration recorded on Platform 1, Westbound District/H&C Line. ",mg,0.41,,,
411,2023-04 to 2023-06,"5.2.2.  The PM2.5 dust concentrations recorded at Aldgate East station were between 0.05mg/m3 and 0.34mg/m3, ",the pm,5.2,,,
412,2023-04 to 2023-06,"5.2.3.  The PM10 dust concentrations recorded at Aldgate East station were between 0.74mg/m3 and 4.48mg/m3, ",the pm,5.2,,,
413,2023-04 to 2023-06,"5.2.4.  The inhalable dust concentration recorded at Aldgate East station Platform 1, Westbound District/H&C ",the inhalable dust concentration recorded at aldgate east station platform,5.2,,,
414,2023-04 to 2023-06,5.3.1.  The respirable dust concentrations recorded at Baker Street station were between 0.25mg/m3 and ,the respirable dust concentrations recorded at baker street station were between,5.3,,,
415,2023-04 to 2023-06,"0.88mg/m3, with the highest concentration recorded on Platform 9, Northbound Bakerloo Line. ",mg,0.88,,,
416,2023-04 to 2023-06,"5.3.2.  The PM2.5 dust concentrations recorded at Baker Street station were between 0.10mg/m3 and 0.31mg/m3, ",the pm,5.3,,,
417,2023-04 to 2023-06,"5.3.3.  The PM10 dust concentrations recorded at Baker Street station were between 0.39mg/m3 and 1.06mg/m3, ",the pm,5.3,,,
418,2023-04 to 2023-06,"5.3.4.  The inhalable dust concentration recorded at Baker Street station Platform 7, Eastbound Jubilee Line was ",the inhalable dust concentration recorded at baker street station platform,5.3,,,
419,2023-04 to 2023-06,"5.4.1.  The respirable dust concentrations recorded at Bank station were between 0.28mg/m3 and 1.03mg/m3, ",the respirable dust concentrations recorded at bank station were between,5.4,,,
420,2023-04 to 2023-06,"5.4.2.  The PM2.5 dust concentrations recorded at Bank station were between 0.21mg/m3 and 0.50mg/m3, with ",the pm,5.4,,,
421,2023-04 to 2023-06,"5.4.3.  The PM10 dust concentrations recorded at Bank station were between 0.43mg/m3 and 1.42mg/m3, with ",the pm,5.4,,,
422,2023-04 to 2023-06,"5.4.4.  The inhalable dust concentration recorded at Bank station Platform 4, Northbound Northern Line was ",the inhalable dust concentration recorded at bank station platform,5.4,,,
423,2023-04 to 2023-06,5.5.1.  The respirable dust concentrations recorded at Canada Water station were between 0.22mg/m3 and ,the respirable dust concentrations recorded at canada water station were between,5.5,,,
